5,10,15,20,Half,25,30,35,40,Finish
30:14,30:14,30:55,32:18,06:47,27:22,36:41,39:55,39:08,16:32
31:37,31:54,32:44,33:11,07:17,26:58,37:41,41:18,39:59,15:59
28:49,29:32,29:12,29:41,06:29,23:19,30:24,32:09,32:35,13:34
29:29,30:07,31:18,31:37,06:58,25:50,33:14,37:22,36:19,16:29
31:12,31:21,33:58,34:59,07:48,28:35,38:53,38:37,38:05,15:46
38:37,40:48,42:31,47:03,10:14,37:04,47:38,49:30,51:20,21:30
24:16,23:37,24:02,24:11,05:12,19:04,24:40,25:45,27:22,12:24
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
19:21,19:01,19:27,19:43,04:16,15:35,20:23,20:58,21:42,09:41
32:21,42:05,48:16,50:02,09:59,53:50,53:42,51:09,48:30,21:19
32:22,40:36,32:59,34:27,07:31,28:43,38:01,39:08,39:37,16:33
19:22,19:41,19:54,19:54,04:19,15:42,20:27,20:32,20:18,08:52
35:21,38:13,33:48,34:28,07:21,47:00,36:47,44:11,35:30,15:25
29:37,31:09,32:50,34:26,07:40,29:10,39:59,47:10,41:50,16:50
27:52,26:18,27:27,26:18,05:53,21:25,29:14,32:23,33:19,12:30
27:20,28:56,28:32,28:37,06:19,22:39,29:27,31:28,33:31,14:28
29:49,31:06,32:26,34:22,07:42,28:29,44:24,42:46,42:01,16:58
30:31,34:01,33:35,33:38,08:37,57:25,41:36,50:12,48:19,17:47
34:52,33:37,34:34,35:52,08:01,35:03,46:54,45:54,47:23,20:41
28:04,28:23,28:04,27:55,06:10,22:12,29:21,31:03,36:47,14:04
22:01,22:31,22:36,23:26,05:08,19:03,25:03,26:11,26:17,11:21
31:33,33:21,34:09,33:55,07:36,37:21,38:10,37:14,40:02,15:54
29:05,29:41,30:44,30:29,06:32,24:08,31:20,31:40,32:33,13:48
30:59,31:23,31:50,31:13,06:40,24:31,32:47,35:13,35:21,14:30
31:08,30:15,30:29,30:29,07:03,27:35,35:50,39:21,41:36,19:35
33:11,32:39,34:00,35:14,08:37,28:26,42:49,39:21,37:33,15:44
30:49,29:27,30:17,30:24,06:34,24:06,30:49,31:44,31:04,13:40
23:41,23:35,23:47,23:59,05:10,18:51,26:16,27:51,28:16,12:19
31:11,31:43,32:04,37:14,07:33,30:43,39:59,45:08,41:17,17:35
36:08,35:07,34:43,35:54,07:35,30:11,36:26,35:42,35:48,14:39
31:20,31:47,33:22,35:09,07:47,33:04,50:13,54:05,52:07,21:25
30:44,31:25,31:44,32:45,07:25,30:20,44:21,50:31,47:22,19:21
23:06,23:25,24:30,25:25,05:31,20:18,26:59,28:21,27:44,11:49
33:56,33:02,33:23,41:59,09:20,-,-,-,-,-
28:43,30:06,30:30,30:38,06:48,24:45,35:41,41:21,41:26,14:33
28:16,28:50,28:33,29:11,06:29,24:57,36:22,38:33,37:09,14:21
28:36,29:27,30:58,30:53,06:36,25:17,30:56,32:14,33:17,13:55
25:16,25:49,26:44,27:11,05:44,22:00,31:01,33:58,36:44,16:18
30:42,29:59,30:06,29:32,06:39,23:51,31:00,32:37,44:06,15:23
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
31:39,32:17,32:36,32:40,07:09,25:47,33:55,37:44,36:43,14:06
40:06,37:46,39:03,40:07,08:49,54:44,49:56,54:04,55:11,23:06
25:39,24:41,25:01,26:07,05:54,22:18,31:59,37:17,40:29,19:53
28:30,28:32,28:39,28:38,06:15,22:32,28:47,31:37,29:54,12:53
33:13,34:24,36:28,39:49,10:15,54:01,52:14,57:56,51:28,19:55
27:27,26:52,27:25,27:22,05:56,21:18,30:09,35:28,33:15,15:48
-,-,-,-,-,-,-,-,-,-
32:19,32:11,32:39,33:05,07:31,26:11,35:25,40:16,38:30,15:34
42:23,48:52,47:54,52:33,10:14,43:31,51:01,52:26,55:38,25:55
34:48,36:47,39:26,41:09,09:21,33:49,46:06,50:01,47:50,18:17
22:33,22:53,23:56,24:22,05:18,19:13,25:28,26:15,27:02,11:41
32:39,31:38,33:07,34:37,07:15,27:54,44:10,39:18,38:02,15:19
23:57,25:07,25:57,26:55,05:33,21:23,26:28,29:02,31:36,12:48
21:53,22:17,22:17,22:27,04:49,17:30,22:55,23:45,24:57,11:02
-,-,-,-,-,-,-,-,-,-
27:11,27:10,27:26,27:26,05:59,21:31,27:32,29:12,30:37,12:11
28:14,27:47,28:25,28:25,06:00,22:01,28:17,29:14,28:16,11:52
34:45,49:17,53:06,52:43,12:32,49:52,01:12:32,-,-,-
26:29,25:37,25:59,26:06,05:38,20:10,25:45,26:56,27:13,11:36
34:45,49:17,37:19,35:56,08:03,33:03,36:40,41:40,39:33,15:30
30:06,29:44,31:44,36:11,07:08,28:55,33:33,35:30,35:23,15:33
37:58,40:28,44:01,45:20,09:46,37:00,50:51,50:15,49:22,21:56
28:35,29:44,30:17,31:00,06:41,24:12,31:34,35:35,37:30,15:15
22:20,22:05,21:19,21:08,04:31,15:58,21:27,23:41,26:02,10:37
27:26,27:25,27:27,27:23,05:55,22:05,27:58,28:45,28:43,13:07
25:23,24:58,24:46,24:46,05:24,19:33,26:33,28:00,31:29,15:31
28:06,29:11,29:10,29:38,06:21,23:35,30:54,31:22,30:30,13:12
22:57,23:23,24:16,24:59,05:32,21:24,28:34,27:24,27:02,11:46
-,-,-,-,-,-,-,-,-,-
24:20,24:22,24:30,24:14,05:14,18:53,24:29,25:25,27:28,10:40
35:12,37:09,39:00,43:01,09:24,35:49,42:45,46:40,43:23,18:51
32:25,33:14,33:03,33:25,07:08,26:40,38:25,41:39,40:28,14:07
37:15,34:32,35:15,35:14,07:42,28:19,34:35,36:14,34:08,13:58
32:41,31:54,42:00,33:38,07:19,26:48,35:00,36:00,35:48,16:44
27:28,27:52,28:23,27:59,06:05,22:39,28:24,28:55,28:16,11:53
27:56,28:38,29:19,29:21,06:33,23:40,31:07,32:17,33:22,14:42
24:08,24:10,24:26,24:54,05:35,21:04,31:02,35:48,37:38,13:59
29:37,30:13,30:23,30:39,07:05,30:37,40:22,39:42,41:01,15:30
28:15,28:06,27:37,27:40,05:57,21:39,27:41,28:16,29:42,16:15
-,-,-,-,-,-,-,-,-,-
36:21,37:00,38:25,39:44,08:50,32:50,43:37,47:21,47:40,18:41
21:04,21:33,21:31,21:26,04:36,16:38,21:27,21:50,22:19,10:01
29:15,29:55,31:19,32:02,06:55,25:42,38:45,36:18,37:52,16:58
30:44,32:05,33:17,33:41,07:10,28:18,35:23,37:41,36:56,14:54
30:06,30:39,30:58,31:47,06:54,25:37,34:22,37:37,35:35,13:31
25:57,26:16,26:53,27:37,06:03,23:36,29:38,32:21,31:36,12:40
33:03,32:19,33:56,34:11,07:25,28:06,36:12,39:22,40:53,16:51
27:03,27:13,27:43,27:33,05:55,22:10,30:29,34:34,37:16,15:00
29:44,29:25,29:34,29:06,06:15,22:31,27:55,28:51,29:12,12:05
28:18,28:22,28:51,28:57,06:23,23:05,29:33,30:08,29:53,12:29
21:11,21:30,21:42,21:39,04:43,17:14,22:36,23:50,25:01,11:24
36:11,47:15,38:45,39:56,08:37,32:36,43:36,46:11,44:03,19:18
24:55,25:02,26:11,26:22,05:48,21:00,27:25,27:27,27:29,12:11
27:21,28:04,28:36,29:15,06:24,23:01,30:29,31:14,31:28,13:43
38:10,35:22,37:05,37:58,08:14,44:21,40:17,41:36,42:26,17:36
19:02,19:07,19:30,19:51,04:19,15:48,20:56,22:39,24:15,09:50
31:03,31:04,32:46,33:51,07:14,34:07,36:08,39:00,38:18,15:57
27:53,28:29,28:39,28:48,06:14,24:23,36:42,34:04,36:32,15:39
-,-,-,-,-,-,-,-,-,-
28:06,28:16,28:31,28:18,06:05,22:14,27:43,29:29,28:57,12:45
22:08,21:55,21:59,22:00,04:49,17:16,22:17,22:22,22:52,10:02
32:26,31:44,32:14,32:50,07:13,27:19,37:33,41:40,39:40,16:29
-,-,-,-,-,-,-,-,-,-
29:35,30:10,31:01,30:38,06:36,24:00,33:48,36:50,40:51,19:00
23:10,24:17,24:15,23:49,05:12,18:38,24:33,27:15,29:15,12:37
24:33,24:50,24:43,25:37,05:30,19:41,25:04,25:27,25:33,10:41
20:59,21:27,21:14,21:30,04:39,16:31,21:19,21:42,21:40,11:15
34:42,33:56,34:47,36:16,07:50,30:21,40:31,42:56,44:11,17:17
20:48,20:54,20:49,20:47,04:28,16:12,20:31,20:50,21:19,09:35
28:36,29:04,29:41,30:29,06:45,28:46,37:46,43:10,42:23,15:00
29:00,29:19,29:23,29:34,06:21,23:26,30:01,31:09,31:37,13:11
33:55,33:36,35:42,39:20,08:08,35:10,49:15,45:40,49:08,18:45
-,-,-,-,-,-,-,-,-,-
27:36,27:19,28:12,28:52,06:19,23:09,33:22,36:39,34:29,13:31
35:33,34:29,39:16,39:41,08:49,34:10,49:07,49:12,49:48,22:18
19:49,19:39,19:51,19:53,04:15,15:42,20:24,21:09,21:19,09:12
31:43,32:34,33:24,33:41,07:28,27:13,36:55,42:06,45:04,18:06
25:19,25:17,25:14,25:43,05:29,20:19,27:15,28:26,29:00,12:56
19:42,19:14,20:33,20:08,04:25,15:38,20:08,20:44,20:45,08:50
32:54,34:45,38:54,41:16,09:34,36:21,44:36,42:52,39:33,17:52
27:17,28:29,29:16,29:11,06:34,24:43,36:58,41:49,42:31,17:56
24:50,25:49,26:22,26:44,05:54,20:30,28:26,33:24,34:04,17:04
27:57,28:34,29:44,30:27,06:45,24:59,48:35,53:53,49:23,21:31
33:05,34:37,35:18,34:06,07:34,29:09,39:53,44:31,44:38,16:03
-,-,-,-,-,-,-,-,-,-
31:55,32:45,33:53,36:34,08:15,31:55,41:41,46:27,46:52,16:23
36:40,35:43,35:49,36:34,08:00,29:30,39:59,41:52,40:07,18:33
-,-,-,-,-,-,-,-,-,-
20:24,20:45,21:06,21:41,04:45,17:18,23:27,24:56,27:15,12:25
22:54,22:55,23:36,23:42,05:05,18:43,23:54,24:38,26:00,11:34
20:00,20:21,20:33,20:48,04:29,16:18,21:17,21:46,22:36,10:09
27:56,27:52,28:40,29:48,06:27,26:09,35:28,38:30,37:51,16:07
28:35,28:31,28:50,28:56,06:14,22:51,28:15,30:16,30:49,13:22
35:10,34:52,35:43,35:47,07:54,29:13,40:24,43:07,41:59,16:56
31:38,33:31,34:08,35:20,07:50,28:58,40:51,39:21,38:55,16:23
37:42,37:42,38:32,37:58,08:11,29:39,38:55,39:30,40:10,16:59
19:24,19:21,19:27,19:38,04:13,15:20,19:53,19:59,19:50,08:53
20:38,21:02,20:52,20:54,04:32,16:19,21:05,21:54,22:41,09:49
22:25,22:11,23:01,23:56,05:19,20:23,30:21,32:51,35:08,12:21
30:21,31:14,31:57,32:23,07:01,29:03,34:19,36:51,38:35,15:46
26:35,26:26,26:13,25:46,05:33,20:26,26:10,27:18,29:24,12:32
-,-,-,-,-,-,-,-,-,-
33:19,35:30,36:59,38:16,08:06,36:34,42:38,45:14,43:40,20:02
17:05,17:20,17:18,17:12,03:44,13:23,17:04,17:22,17:52,08:13
24:10,25:14,24:07,24:17,05:13,18:54,24:49,26:18,27:05,13:00
36:25,36:28,38:06,45:40,08:26,29:26,37:44,39:10,39:03,16:53
25:10,25:13,25:35,25:39,05:35,20:26,26:42,27:45,27:39,11:50
-,-,-,-,-,-,-,-,-,-
34:13,32:17,33:09,33:57,07:16,27:28,35:03,36:22,37:26,16:39
26:31,27:20,26:11,25:57,05:39,20:28,25:43,25:46,25:43,10:19
33:54,32:56,33:23,41:21,07:12,27:59,42:04,42:18,36:05,14:20
19:05,19:29,19:35,19:36,04:12,15:20,19:34,19:51,20:25,10:02
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
25:12,24:18,25:28,24:55,05:20,19:52,27:15,27:55,32:19,13:14
23:40,23:41,24:21,25:06,05:38,20:26,28:28,29:08,33:54,13:38
35:16,35:58,36:45,38:20,08:21,31:10,42:11,44:05,42:53,17:36
31:00,32:33,35:10,37:02,09:30,33:44,44:29,45:15,48:05,17:21
25:45,25:10,25:31,25:20,05:34,19:47,25:38,25:37,26:25,11:48
-,-,-,-,-,-,-,-,-,-
20:40,20:55,21:17,21:28,04:40,16:45,22:51,27:33,28:06,12:16
31:58,32:21,34:16,37:17,08:06,29:53,41:02,42:52,39:10,15:03
-,-,-,-,-,-,-,-,-,-
19:53,20:08,19:53,19:54,04:13,15:20,19:40,19:52,19:39,08:33
34:11,34:17,38:19,39:39,08:27,33:55,45:45,47:45,47:45,17:41
18:25,18:47,18:55,18:54,04:08,14:54,19:20,19:52,20:28,08:58
30:51,31:14,34:08,36:21,08:10,30:26,40:13,41:12,39:53,15:53
34:21,35:33,38:47,41:30,09:00,34:56,46:11,46:49,44:55,18:41
41:47,42:07,53:05,51:06,10:09,39:49,51:08,58:54,-,-
-,-,-,-,-,-,-,-,-,-
19:59,-,-,-,-,-,-,-,-,-
33:30,34:04,34:43,35:49,08:00,29:38,37:57,37:55,41:41,16:08
27:55,28:16,28:31,27:49,05:49,21:37,27:50,28:25,27:06,10:57
36:04,37:00,37:16,38:22,08:24,30:57,41:01,44:39,44:12,17:13
41:41,48:53,50:31,56:09,13:11,-,-,-,-,-
40:03,40:03,51:40,44:27,12:02,35:13,49:10,47:38,51:11,20:50
29:24,28:41,30:31,32:02,06:59,27:05,33:03,33:52,30:39,13:13
36:19,36:08,37:33,37:36,08:24,30:15,39:26,40:43,40:38,16:33
25:49,25:48,26:19,26:27,05:48,20:57,26:40,27:22,28:22,12:01
40:50,39:13,37:16,38:46,07:27,32:29,37:06,45:11,39:22,17:05
43:32,52:16,44:18,46:44,10:15,42:23,48:49,54:45,53:01,22:28
33:19,33:00,35:28,50:06,08:29,38:58,48:03,50:22,45:30,16:49
24:25,25:02,25:17,25:00,05:25,19:34,25:21,26:02,25:47,11:48
19:33,19:17,19:27,19:31,04:11,15:09,19:29,19:34,19:37,08:32
27:53,27:50,28:20,28:17,06:10,22:28,30:02,31:46,33:39,14:43
-,-,-,-,-,-,-,-,-,-
33:34,32:47,33:32,38:16,08:57,36:28,45:00,44:55,42:37,16:54
34:53,34:42,36:03,37:39,08:16,32:47,40:09,43:55,43:11,17:11
26:06,25:44,25:45,25:57,05:35,20:24,26:54,29:15,31:41,14:29
-,-,-,-,-,-,-,-,-,-
37:55,43:08,46:28,50:53,11:44,40:55,53:11,55:02,58:29,25:39
25:52,26:37,27:21,27:46,06:02,21:56,29:32,31:31,33:48,15:14
32:08,32:25,37:22,32:51,07:00,26:17,34:00,34:52,35:31,14:21
-,-,-,-,-,-,-,-,-,-
35:53,35:55,39:54,41:37,09:33,37:33,44:48,46:19,45:33,17:28
31:11,31:16,32:56,33:57,07:37,29:41,36:16,37:25,36:39,14:16
23:38,23:23,23:37,23:36,05:11,19:00,25:02,25:27,25:57,10:52
29:39,29:39,30:45,30:43,06:29,27:11,33:07,39:17,40:02,16:52
39:36,34:07,34:39,35:37,07:52,31:12,48:41,39:56,38:46,17:26
36:05,35:25,37:13,35:37,07:31,28:57,34:47,35:00,36:06,16:03
26:15,26:34,26:31,27:04,05:46,21:09,28:19,31:02,32:53,13:29
-,-,-,-,-,-,-,-,-,-
28:38,29:29,30:02,30:22,06:39,23:39,30:35,30:49,29:48,12:16
26:05,26:15,27:15,28:07,06:11,22:36,29:55,32:10,30:37,12:36
27:42,29:18,30:28,31:08,06:52,25:00,33:39,34:42,35:03,15:06
32:44,33:44,35:53,37:39,08:15,36:31,38:44,40:54,40:14,17:06
26:26,26:37,26:13,26:18,05:44,20:39,26:29,33:51,32:30,12:34
20:30,20:33,20:55,20:31,04:21,15:41,20:36,21:11,21:19,09:20
28:49,29:08,28:57,29:44,06:28,26:05,35:34,45:04,47:28,18:59
28:29,28:53,28:47,28:34,06:16,22:39,29:08,35:10,58:31,13:18
22:26,22:03,22:11,22:02,04:48,17:24,22:32,23:01,23:25,10:20
26:06,26:05,26:38,26:35,05:42,20:53,27:30,28:24,28:31,12:47
36:14,42:27,45:42,53:10,10:24,41:31,53:08,54:45,54:32,21:01
28:16,28:40,29:33,29:30,06:36,24:00,32:01,33:36,34:23,14:27
31:00,30:03,29:56,29:35,06:32,24:07,31:02,32:22,32:55,13:56
31:47,32:40,34:34,39:28,07:37,33:09,38:46,43:16,44:47,16:02
32:52,33:34,33:21,35:15,08:11,30:34,41:03,42:14,43:38,16:13
23:21,24:02,24:37,24:27,05:22,19:34,25:38,26:24,31:58,14:46
43:46,43:24,47:26,47:46,10:11,40:37,55:30,53:32,54:33,22:00
21:29,21:13,21:17,21:54,04:58,18:59,24:31,26:11,25:07,11:19
23:37,23:12,23:35,23:51,05:15,18:51,24:54,25:43,26:25,11:35
25:24,25:03,25:30,26:02,05:38,21:10,32:20,01:20:12,-,-
28:14,29:56,31:06,32:31,07:05,26:11,36:43,37:52,36:04,13:43
35:17,38:18,39:52,43:32,09:11,38:10,44:06,47:35,53:00,21:05
24:27,24:21,24:40,24:41,05:13,19:10,25:55,32:06,51:23,23:34
-,-,-,-,-,-,-,-,-,-
31:54,36:53,38:36,41:53,10:02,40:44,49:18,47:02,48:12,18:03
28:26,29:38,28:28,28:00,06:11,22:33,28:07,28:41,30:40,14:21
26:08,26:22,26:39,26:57,05:51,21:25,27:58,29:02,29:14,12:49
39:05,39:58,40:27,51:08,08:16,34:17,46:21,48:21,47:22,17:40
32:06,33:51,34:26,35:23,07:52,28:52,39:04,40:42,41:05,17:30
26:01,26:46,27:18,27:50,06:07,22:10,29:45,32:06,32:54,15:12
28:55,29:36,30:09,34:00,06:46,25:59,33:52,37:14,36:25,14:49
20:49,21:05,21:25,21:00,04:34,16:17,20:59,21:28,21:46,09:36
31:20,31:49,33:13,35:02,07:50,27:55,38:46,39:35,43:56,17:47
37:23,38:58,40:24,45:35,09:18,33:24,45:50,48:53,44:27,19:25
26:07,27:17,27:39,28:32,06:22,24:15,33:50,34:19,34:38,14:01
-,-,-,-,-,-,-,-,-,-
33:12,34:03,34:13,34:47,07:29,30:51,43:52,44:46,43:15,17:52
30:35,31:17,33:08,40:34,08:10,31:02,38:56,40:43,40:58,16:39
33:21,32:47,34:22,36:00,08:29,31:17,44:42,46:40,45:41,16:58
22:15,22:45,22:57,23:14,05:06,18:58,25:50,33:23,36:25,13:37
43:16,44:10,44:46,46:25,09:57,39:46,49:09,49:22,51:43,22:09
28:54,29:42,30:08,30:47,06:52,25:31,33:30,36:07,36:53,16:08
21:39,21:56,21:44,21:48,04:45,16:55,21:51,22:37,24:45,12:41
34:45,39:34,41:19,44:25,09:18,37:01,46:46,48:19,46:16,17:34
21:05,21:28,21:42,21:48,04:43,17:12,23:00,24:09,24:43,10:33
-,-,-,-,-,-,-,-,-,-
33:16,33:06,34:31,34:57,07:35,27:35,37:26,39:16,38:09,16:20
35:59,36:34,37:31,37:05,08:03,30:00,38:47,38:27,36:15,14:48
27:19,27:57,29:03,29:17,06:09,23:27,29:30,30:26,31:13,14:08
24:13,24:06,24:08,24:07,05:24,19:29,25:40,27:18,27:12,12:33
32:30,31:43,33:19,33:49,07:19,28:12,37:17,39:56,38:14,16:20
21:34,22:07,22:42,23:10,05:01,18:17,24:10,25:17,25:43,10:44
27:00,28:02,28:41,28:54,06:19,22:59,30:08,30:50,31:24,13:49
29:36,30:07,30:58,31:25,06:55,25:10,32:34,34:08,34:46,14:14
30:46,32:01,34:35,37:35,08:49,35:05,44:25,48:55,50:01,23:14
32:16,32:50,33:56,34:39,07:31,29:23,38:47,42:39,41:22,17:53
20:00,20:04,20:12,20:19,04:24,15:45,20:52,21:04,21:43,09:43
